timestamp,tweet_text
2021-03-24 18:29:09+00:00,"During the #WSJHealthForum, I shared how @CVSHealth is addressing the importance of equitable vaccine distribution in America. @annawmathews @WSJ #VaccineEquity https://t.co/H6vCHV8BjT"
2021-03-17 13:18:45+00:00,I’m proud of the important work our @CVSHealth team has accomplished during such difficult times. I sat down with @Chaindrugreview to discuss #COVID19 relief progress &amp; how this experience has accelerated our strategy. #TeamCVS https://t.co/zQ38JUbNm6
2021-03-15 22:10:35+00:00,".@_emmahinchliffe, you made it easy to share why I chose a career in health care. Thank you for the great conversation! https://t.co/N70uW3teXy"
2021-03-15 18:00:05+00:00,"Congrats to #RozBrewer on her new role as CEO of @Walgreens. Strong leadership is especially important during this critical moment in health care. If we want to end the pandemic, we need to all stand together. #WomeninBusiness"
2021-03-15 13:09:19+00:00,My early life experiences fueled my passion to improve the #healthcare system. I’m honored to continue that work by leading @CVSHealth at a time when America needs us most. Thank you @_emmahinchliffe for sharing my story. @FortuneMagazine #TeamCVS https://t.co/4dEEggxzRy
2021-03-12 16:08:06+00:00,"Pharmacies like @CVSHealth are one of the most convenient #COVID19 #vaccine access points. @POTUS’ announcement to double participants in the Federal Retail Pharmacy Program shows its success, and the vital role of health care professionals in our communities. Read more. https://t.co/n70bE0te2c"
2021-03-11 17:14:43+00:00,"#TheLastPhoto I took before the #COVID19 lockdown was at the Ware Middle School in my hometown. I was honored to share my journey &amp; the importance of reading with 6th graders. With each vaccination, we’re closer to returning to school, work &amp; moments like these. @NBCNews https://t.co/cM2rmG1TbD"
2021-03-11 11:56:54+00:00,Today marks one year since @WHO declared #COVID19 a pandemic. We’ll never forget those who lost their lives to the virus. We push forward for them and for all our frontline heroes. https://t.co/hXW0wisrJi
2021-03-09 14:05:34+00:00,"This year’s @CVSHealth Health Trends Report examines how #COVID19 has impacted health care today, and for decades to come. Read our report: https://t.co/optV5uOSsU https://t.co/YwggWChwGr"
2021-03-08 20:42:19+00:00,"On #IWD2021, join me in striking the #ChooseToChallenge pose because there’s no place for inequity &amp; gender bias in the workplace or in society. As Ruth Bader Ginsburg said, “Women belong in all places where decisions are being made. It shouldn't be that women are the exception.” https://t.co/KXfdwFArLj"
2021-03-05 13:18:27+00:00,"On #EmployeeAppreciationDay, a big thanks to our @CVSHealth colleagues. During #COVID19, #TeamCVS has stepped up in unimaginable ways to be there for our customers, communities &amp; each other. I’m incredibly grateful for their commitment to those we serve. https://t.co/ZbDO97fNQl"
2021-03-04 14:16:14+00:00,Health care should be more human. That means using our presence to connect on a person-to-person level and being there during every meaningful #MomentofHealth. This video captures that vision: https://t.co/ZgAlclKsCO https://t.co/Ogwu36CsvX
2021-03-03 21:10:10+00:00,President Biden’s announcement that the U.S. will have enough #COVID19 #vaccine supply for all Americans by May is promising news. @CVSHealth is ready to vaccinate as many Americans as possible &amp; will continue to ensure equity in distribution. #VaccineEquity https://t.co/vjYbycZbOX
2021-03-03 16:14:31+00:00,I’ve had great discussions with members of @CVSHealth’s Colleague Resource Groups during my ongoing listening tour across the organization. Thank you to all the colleagues who shared ideas &amp; invaluable insights. https://t.co/hovhISYtV3
2021-02-25 17:53:17+00:00,A @CVSHealth study revealed 35% of Black people do not plan to get a #COVID19 #vaccine. Our Chief Diversity Officer @kcdiversity &amp; an expert panel share how long-standing distrust in the health care system is influencing hesitancy. @BLKHLTH @PublicHealth https://t.co/59FdkJPhO2
2021-02-24 17:21:05+00:00,"Honored to be included on @YahooFinance’s “The NEXT: 21 to Watch 2021” list. At @CVSHealth, we’re simplifying health care, making it more affordable, accessible and easier to navigate, thanks to our nearly 300K colleagues. https://t.co/2cOqFRQXPh"
2021-02-23 21:26:44+00:00,Thanks @andrewrsorkin &amp; @NYTimes for inviting me to join the #DealBookDC Policy Project. I was proud to share how @CVSHealth is playing a leading role in #COVID19 vaccinations. Watch the replay here: https://t.co/yKgqmEYtXO https://t.co/FJ51GtTNjI
2021-02-23 20:00:05+00:00,"RT @dealbook: Karen Lynch, the chief executive of CVS Health, on her colleagues: ""They are the ones who have been on the front lines since…"
2021-02-23 18:51:35+00:00,"RT @dealbook: ""How do you simplify this crazy healthcare system that we live in? It's a maze and it's incredibly difficult,"" Karen Lynch, t…"
2021-02-22 17:14:46+00:00,Looking forward to it @andrewrsorkin https://t.co/jLQPCvHWvj
2021-02-19 12:57:17+00:00,"This #NationalCaregiversDay, my thoughts are on my Aunt Millie who I lost to emphysema, lung &amp; breast cancer. I was honored to serve as her caregiver &amp; I want to thank all the caregivers who give their time, energy, heart and soul to those who need it most. #MomentofHealth https://t.co/JmLOXOL3ju"
2021-02-18 13:58:29+00:00,Thanks @modrnhealthcr for including me in the “Top 25 Women Leaders in Healthcare” list. Our commitment to reshaping health care in America is at the heart of everything we do. #WomeninHealthcare #TeamCVS https://t.co/uPH4k5Dp3I
2021-02-17 17:13:42+00:00,Thanks to @CNN for publishing my op-ed today – #COVID19 vaccines must be accessible to historically underserved and multicultural communities (who already experience greater effects from serious diseases). More here: https://t.co/l8yVD7FHci #vaccines #equity
2021-02-16 22:17:44+00:00,"I’m saddened to hear of the passing of Arne Sorenson. Arne led Marriott International through an unprecedented year for the hospitality industry, and leaves a strong legacy in the business he helped build. My condolences to his family, loved ones and colleagues."
2021-02-14 13:54:48+00:00,"Happy #ValentinesDay from #TeamCVS! We promise to be there for every meaningful #MomentofHealth, and it’s a promise that comes from the heart.❤️ https://t.co/UjDl66c6JU"
2021-02-12 13:00:21+00:00,"Today, our @CVSPharmacy locations in 11 states will offer the #COVID19 vaccine to eligible populations. It’s another step to bring us closer to ending the pandemic &amp; being there for every meaningful #MomentofHealth. https://t.co/dgsKEfa3Je https://t.co/sLAfkTdcJT"
2021-02-11 13:38:09+00:00,Thank you @mcgrathmag &amp; @Forbes for including me in this roundup of female leaders who are shaking up the C-suite! We need to ensure that more qualified women are given opportunities to lead. https://t.co/z6Oj5m5Vxa
2021-02-05 13:04:32+00:00,"Heart disease increasingly affects younger women in communities of color &amp; education is the best defense. As a national sponsor of #GoRedforWomen, @CVSHealth is proud to support @American_Heart in Feb. #WearRedDay #TeamCVS https://t.co/Su1SRd5OQI"
2021-02-02 18:02:05+00:00,"@AmerCancerCEO @CVSHealth @AmericanCancer Thank you, @AmerCancerCEO! Looking forward to continuing our work together."
2021-02-02 13:41:17+00:00,".@CVSHealth is one of @FortuneMagazine’s World’s Most Admired Companies for the 7th consecutive year. I’m proud of our colleagues for their unwavering commitment to the communities we serve. Congratulations, #TeamCVS! https://t.co/CMV1RQWKkt https://t.co/UtAou754MN"
2021-02-01 13:36:01+00:00,"Today marks my first day as the President and CEO of @CVSHealth. I’m humbled and proud to lead this great company and our team of nearly 300,000 colleagues as we work together to reshape health care. #MomentofHealth #TeamCVS https://t.co/5x3L8Cg55m"
2021-01-28 14:01:46+00:00,Today we announced that @CVSHealth Foundation partnered with @UNCF to provide scholarships to Black &amp; Latinx students pursuing a career in health care. It’s partnerships like these that will help create a workforce that reflects the communities we serve. https://t.co/X4DN7J4iXV
2021-01-25 18:13:01+00:00,"Thanks to our frontline colleagues for administering the first round of #COVID19 vaccine doses to nearly 8,000 skilled nursing facilities across the country. You are providing hope to many as we respond to the pandemic together. https://t.co/8tjJ0JXtaj https://t.co/ftufCyxkVa"
2021-01-20 23:40:33+00:00,"Like many of you, I was inspired by @TheAmandaGorman’s poem delivered at #Inauguration2021 to work for a better future. If we are brave enough to be the light, we can rise to meet the challenges in front of us. Credit: @USATODAY https://t.co/qigL8Blndx"
2021-01-20 16:00:30+00:00,"Today’s Inauguration marks a new chapter in our nation’s history. I look forward to working with the new administration to make health care simpler, more convenient, and more personalized. #Inauguration2021"
2021-01-15 14:12:25+00:00,"Dr. Martin Luther King, Jr., advocated for a world where everyone would experience justice equally. #MLKDay is a chance for us to recommit to Dr. King’s vision and further his legacy through our actions. https://t.co/e1CvzYCbPe"
2021-01-12 17:30:22+00:00,".@CVSHealth’s strategy is the consumer. Solving the health needs of consumers, patients and members is our #1 priority. #JPM2021 https://t.co/k7XXkcwtV9"
2021-01-11 14:48:02+00:00,Laurie Havanec is joining #TeamCVS as Chief People Officer on Feb. 8. She’s an HR pro who’ll execute a people-first strategy supporting @CVSHealth’s colleagues and future. https://t.co/xuqY4hW7CN
2021-01-06 14:55:15+00:00,"Excited to welcome @MichelleAPeluso as our first Chief Customer Officer. She'll be responsible for accelerating digital strategy &amp; transforming the consumer experience across @CVSHealth. With 25 years of brand &amp; digital experience, she’ll help us proactively meet customer needs. https://t.co/3y1PNSsriL"
2020-12-23 18:54:21+00:00,"Gratitude is a word that keeps coming to mind when I think about 2020. I’m incredibly grateful for simple moments like reading a bedtime story to my grandson, virtually or in person. Wishing everyone a safe and joyous holiday season and a healthy start to 2021! https://t.co/LfvsqWxK74"
2020-12-21 13:05:13+00:00,"Today @CVSHealth launched our long-term care facility #COVID19 vaccination program. In the coming weeks, CVS Pharmacy colleagues will administer vaccines to residents and staff at over 40,000 facilities. #TeamCVS https://t.co/O76JuRMhSk"
2020-12-18 20:50:50+00:00,"Today, Jeanne was the first resident at a long-term care facility in Connecticut to receive a #COVID19 vaccine from one of our @CVSHealth colleagues. Thank you #TeamCVS for everything you did to make this moment possible. https://t.co/7OimBTUB4h"
2020-12-16 18:27:51+00:00,"Cycling is one of the ways I’ve stayed active over the last few months. This morning, I kicked off the second day of @CVSHealth’s virtual leadership meeting by hosting a cycling ride. I’m so proud of #TeamCVS for ‘riding with heart’! https://t.co/m3AJKsYJhf"
2020-12-12 18:16:36+00:00,The news of the Food and Drug Administration’s approval of a #COVID-19 vaccine brings hope to millions of Americans.  I’m optimistic about the impact of this breakthrough and certain that #CVS Health will continue to play a central role in helping to combat this global pandemic.
2020-12-08 20:49:19+00:00,Congratulations to President-elect Biden &amp; Vice President-elect Harris on announcing their key health care nominees &amp; appointments. We look forward to working together to increase access to quality care &amp; to support Americans during the #COVID19 pandemic. https://t.co/c27tCrMyr2
2020-12-08 15:29:02+00:00,Thank you @Forbes for recognizing me as one of the World’s 100 Most Powerful Women. I’m honored to be included with other women who are breaking barriers &amp; working across industries to create solutions for society’s most pressing challenges. #PowerWomen https://t.co/CwPmVH7foG
2020-12-02 17:25:41+00:00,"As #COVID19 continues to surge across the country, hospital resources are becoming scarce. Today we announced our plans to help eligible patients access the care they need at home. https://t.co/cvTz1GWbyu"
2020-11-25 14:00:17+00:00,"This #Thanksgiving may feel different as we skip old family traditions in favor of new ones. I hope you’re able to stay safely connected with the people who mean the most to you. Wishing you a safe, relaxing and happy holiday. https://t.co/BgQH7sbXNm"
2020-11-23 14:31:01+00:00,"I’m pleased to welcome Neela Montgomery as EVP &amp; President of @cvspharmacy. Neela will oversee the operations of our nearly 10,000 CVS Pharmacy locations. She joins us with an impressive record of digital and e-commerce success, &amp; a relentless focus on the customer experience. https://t.co/8A03DzrbRr"
2020-11-18 17:38:22+00:00,".@CVSPharmacy is the first national retailer to introduce touch-free payments using PayPal and Venmo QR codes. As consumer preferences evolve, we’ll introduce innovative ways to connect our customers to the products &amp; services they need to stay healthy. https://t.co/Ps4qtxIj8F"
2020-11-11 19:00:27+00:00,"#VeteransDay is a time to reflect on the sacrifice and service of nearly 17.5 million veterans. Wishing you all a very happy holiday. As Maya Angelou said, “How important it is for us to recognize and celebrate our heroes and she-roes!"" https://t.co/ugk9wOPrT3"
2020-11-11 13:00:34+00:00,I’m excited that @Dan_Finke will become the next President of the Health Care Benefits Segment (Aetna). He’s a collaborative leader who has successfully worked across our company to translate strategy into action by delivering innovative and integrated solutions to our customers. https://t.co/6NkLr1mxXY
2020-11-06 12:30:40+00:00,Today we announced that Larry Merlo will retire after serving as President and CEO for the past 10 years. I’m grateful for his friendship and inspired by all he’s accomplished. I am honored to succeed him as the next President and CEO of @CVSHealth. https://t.co/KSWSJBiXmy
2020-10-29 13:18:17+00:00,"By the end of 2020, rapid-result #COVID19 testing will be available at nearly 1,000 select @cvspharmacy locations. Expanding our testing strategy will allow us to continue managing community spread and connect individuals to quality care for seasonal illnesses like the flu. https://t.co/NK5q8FtekJ"
2020-10-28 14:00:33+00:00,Today we announced that more than 4 out of 5 #AetnaMedicare members are in plans rated 4 stars or higher (out of 5) for 2021. Thanks @Chris_Ciano for supporting the total health of our members &amp; increasing access to quality care that’s affordable &amp; local. https://t.co/3HtAdPTxl7
2020-10-22 15:22:33+00:00,"During #HLTH2020, I discussed how @CVSHealth is responding to #COVID19 and supporting our customers and colleagues. Here are 3 lessons that will continue to inform our response during the pandemic and long after it subsides. https://t.co/Vyq1g7zo8U https://t.co/3ZqBrlnmgT"
2020-10-19 12:55:49+00:00,"In a year as unprecedented as this one, it’s a special honor to be included on @FortuneMagazine's Most Powerful Women list with an incredible group of women driving meaningful change. #FortuneMPW https://t.co/k1J6VFWUkh"
2020-10-13 13:13:34+00:00,"I’m so grateful for the opportunity to meet Naa Okailey Adamafio-Manteau &amp; hear about her inspiring work in Ghana through @FortuneMPW @ECAatState Global Women’s Mentoring Partnership. By supporting #womeninleadership, we can create change in our communities at the global level. https://t.co/bNTMTj6clF"
2020-10-10 13:02:06+00:00,"Today is #WorldMentalHealthDay, a global call for increased #mentalhealth awareness, advocacy, and programming. Join me in raising awareness of how critical mental well-being is to our total health. https://t.co/ing6ajJmEJ"
2020-09-23 16:41:31+00:00,"This year may turn out to be one of the most transformative on record for the #health industry. In my recent op-ed for @projo, I raise 4 reasons why 2020 may actually create a new standard for how we experience #healthcare. https://t.co/00OPBoLKa1 https://t.co/hnmPmxtCwJ"
2020-09-19 01:10:15+00:00,"Saddened to hear of the passing of Justice Ruth Bader Ginsburg. What a remarkable woman, attorney, justice, and role model. She was a champion of women everywhere, and an inspiration to me. She leaves a lasting legacy that will not be forgotten."
2020-09-17 13:05:43+00:00,"We recently announced our investment to increase access to affordable housing and #healthcare resources in a predominantly Black neighborhood in Columbus, OH. Learn more about our commitment to address racial disparities &amp; improve community health. https://t.co/xHxs8VanKN https://t.co/INzX9swGhz"
2020-09-04 16:29:29+00:00,"This #SuicidePreventionAwarenessMonth, I shared my thoughts with @FastCompany on the responsibility business leaders have to support the #mentalhealth and well-being of their employees. https://t.co/cCnwa0Zb4Q"
2020-09-04 13:01:34+00:00,"As we approach #LaborDay, I’m thankful for my colleagues who are committed to our members &amp; customers, demonstrate our purpose every day, and remain resilient while navigating increased responsibilities at home. Wishing you a safe and relaxing long weekend!"
2020-08-26 13:09:26+00:00,"This #WomensEqualityDay, I’m thinking of the fearless and ambitious women who paved the way for progress. But more work remains. We must continue to work together to ensure an equitable and inclusive environment for women at home, at work and in our communities. https://t.co/iFHoyu2j3K"
2020-08-20 14:54:26+00:00,#COVID19 has been challenging for students &amp; their families. We’re proud to work with the @NSBAPublicEd &amp; @lyft to offer reliable transportation to families in need so they can access essential services. https://t.co/5A4pRuAJ4h https://t.co/7VCPQNKDHU
2020-07-30 13:34:15+00:00,"I extend my heartfelt condolences to the family, friends, and colleagues who mourn the loss of Oz Griebel. I was inspired by his deep commitment to public service and his many years of passionate advocacy for the state of CT. #OzGriebel"
2020-07-28 13:49:00+00:00,"Expectations for how a business should support society are changing, and #COVID19 and the movement to address racial injustice are accelerating this shift. I shared with @FortuneMagazine how businesses can positively improve society. https://t.co/53omiCT9eI"
2020-07-15 18:42:28+00:00,"Today we launched “Time for Care,” a campaign helping individuals prioritize their #healthcare needs during #COVID19. Resources on how to safely access care are available here: https://t.co/D3UqwaRe3F #TimeForCare https://t.co/942uDsviJH"
2020-07-09 14:28:08+00:00,Thank you @ariannahuff &amp; @NIMHDirector for a great discussion at #FortuneHealth on what it will take to address #COVID19’s mental health undertow. Here are 3 trends that I believe will help us realize a brighter future for #mentalhealth care: https://t.co/nXHuOg2vVL https://t.co/P1oA9TM2Lu
2020-07-08 15:49:15+00:00,"I’m proud of @CVSHealth’s commitment to invest nearly $600 million over five years to advance employee, community and public policy initiatives that address #inequality faced by Black people and other disenfranchised communities. https://t.co/TlUAkRAwhF"
2020-06-24 15:13:01+00:00,"Today we announced the launch of Return Ready, the next phase of our COVID-19 testing strategy. Return Ready is a customizable #COVID19 testing solution that helps organizations determine who, how, where and when to test individuals returning to worksites and campuses. https://t.co/th7b5rnnKI"
2020-06-17 14:52:22+00:00,"Consumers today are more empowered than ever before and their expectations, needs, and demands will continue disrupting every industry. @CVSHealth is prioritizing three consumer needs that are shaping the future of #healthcare. https://t.co/Gui9QJiSiI https://t.co/2Na4tWq9n0"
2020-06-12 14:07:28+00:00,"In case you missed it, I shared my perspective on why mental well-being is a priority now more than ever. We must continue the dialogue, eradicate stigma and continue supporting total health—body, mind and spirit. https://t.co/HP2ou8oZFL https://t.co/NNw5CTXTTf"
2020-05-27 18:36:48+00:00,"Health care workers, young adults &amp; seniors are especially vulnerable to the #mentalhealth crisis emerging as the deadly undertow of #COVID19. We must help those in need now to avoid an even greater toll from the coronavirus pandemic. https://t.co/ihuJQMktQm"
2020-05-21 13:46:45+00:00,Young people are uniquely impacted by the escalating #mentalhealth crisis unfolding across the country. Here are 3 ways we can support the next generation right now. https://t.co/QUuiXGIb9V
2020-05-15 13:58:32+00:00,"Today we are opening more than 50 #COVID19 test sites at select CVS Pharmacy drive-thru locations in Arizona, Connecticut, Florida, Massachusetts and Pennsylvania. The new sites will utilize self-swab tests and support the next phase of our COVID-19 testing strategy. https://t.co/ZkJwiuVsTZ"
